borrower_id,loan_amount,loan_tenure,interest_rate,default
820,551096,49,12.366471334279282,0
821,163235,37,17.008936863383727,0
822,831193,41,9.613452089806946,0
823,711640,17,13.088802260743732,0
824,855732,14,10.21037199648287,0
825,154686,58,17.610682969244632,0
826,396218,52,12.115405780145451,1
827,628064,26,9.887103457182317,0
828,668535,47,15.97724027116036,0
829,733253,31,13.841371228679321,0
830,890123,48,9.326908847358467,0
831,538005,40,14.881749624118873,0
832,500102,18,15.627817010159095,1
833,649273,32,14.456943682113184,1
834,567391,45,8.136177237391085,0
835,581940,54,8.510694632823757,0
836,372921,31,14.018494709808946,0
837,258954,26,8.231243997854689,0
838,292408,13,13.058259568897412,0
839,752751,19,17.47267539611743,0
840,830599,36,13.872128680060966,0
841,518387,42,17.853210537284006,0
842,849890,28,10.051959033176898,0
843,266298,13,15.142543262213366,0
844,344593,33,14.269615554431445,0
845,947175,43,8.092465366114741,0
846,777377,59,15.55258625113287,0
847,749874,53,8.776110160169278,0
848,389553,37,16.837285991833497,0
849,805087,27,13.958583874903171,0
850,654910,46,10.076211150068897,0
851,913391,44,15.6026289088473,0
852,117512,20,13.078388539558865,1
853,276856,53,15.514246720757402,0
854,167737,41,8.953888983238269,1
855,411185,46,12.70991472573592,0
856,910362,54,16.354025635109384,0
857,677397,33,12.549608429386693,1
858,619126,33,12.35108246919782,1
859,453993,15,15.36627111685659,0
860,695188,12,10.303709918770352,0
861,471887,30,11.078147498713486,0
862,256118,21,17.82999651845955,0
863,947292,31,9.65651825193415,0
864,555463,42,10.31293826050754,0
865,671568,59,13.270985438311568,0
866,576906,58,9.3889964292804,0
867,474917,31,9.815446425231501,0
868,746613,48,16.427824212096763,0
869,439827,47,9.436941574349444,1
870,590333,16,12.401033074143152,0
871,556655,14,10.41141522705656,0
872,944744,33,11.467186303532378,0
873,415335,58,13.630720949539374,0
874,484555,44,11.083233558072799,0
875,418946,23,17.20448614319739,0
876,710882,16,15.776894503060827,0
877,556713,21,17.406894452619145,0
878,728195,17,8.396072541071687,1
879,408636,37,14.288257475901373,0
880,833298,48,10.690166247556398,0
881,564312,50,11.436180313700119,0
882,926804,42,15.660293503924288,1
883,704633,29,12.1834072206113,0
884,221423,27,15.426629160246412,0
885,343155,42,10.022266368970932,0
886,863536,22,15.857675941297536,0
887,414029,22,9.06632584732319,0
888,842044,45,14.32478046325499,0
889,533639,14,13.656207734654798,0
890,624533,27,8.099736699543836,0
891,383409,54,8.794385085012358,0
892,493367,29,8.245333441334784,0
893,346935,39,15.463675264611743,0
894,814418,50,12.270826037403333,0
895,151767,28,9.862335636907972,0
896,244875,47,9.745502644130914,0
897,354398,35,8.778676530381158,0
898,788070,15,14.799759374596876,1
899,867131,13,15.822938228689086,0
900,770331,46,17.591399471384904,1
901,648006,25,8.683332411802347,0
902,642594,55,12.600013541499328,0
903,932243,51,17.38599404130227,0
904,280861,42,15.837713181003354,1
905,755584,30,8.12761025418875,0
906,425505,23,12.488776879163403,0
907,228770,45,14.905101791209228,1
908,304026,58,17.41773946607646,0
909,653224,16,8.230320190627701,0
910,153480,50,15.203047328391998,1
911,228597,27,15.42927165816942,0
912,621192,47,16.24608346750681,0
913,660444,12,11.751707911900262,0
914,279241,23,13.685459231433313,0
915,670336,41,12.296730103013136,0
916,672747,25,15.516984021325246,0
917,177217,48,8.95996166237798,0
918,898425,13,14.81476380098511,1
919,923166,26,14.19948568900432,0
920,194378,55,13.1844207995779,0
921,288691,27,13.095305825224537,0
922,332854,26,16.950960734541617,0
923,958608,59,15.887194410669544,1
924,132543,55,9.78480520692036,0
925,286610,59,9.899065433599123,0
926,162864,36,11.087053201089642,0
927,578340,44,14.17400237818293,0
928,711573,59,15.772843216422773,0
929,522584,40,10.319127584251552,0
930,258890,12,9.047746757694238,0
931,815062,27,11.921056649716721,0
932,826759,47,8.275556563155602,0
933,175254,47,9.13493956710942,0
934,448488,25,8.745968001285135,0
935,111649,41,11.764110603477931,0
936,726041,22,8.766623307326855,1
937,635863,35,14.270546452270045,0
938,954029,18,11.045623064770576,1
939,478842,41,13.839778557239036,0
940,860680,25,10.500268543474023,0
941,486723,53,17.860850024221914,1
942,414997,14,15.022781393484902,0
943,599657,24,17.536989738950492,0
944,779547,17,8.394065837744556,0
945,344128,52,9.496835650159875,1
946,252682,57,13.468013080856988,0
947,949637,55,12.644613713712912,0
948,310505,56,8.499585937513697,0
949,851411,16,16.538198779772316,0
950,253167,26,16.96762040027414,0
951,496341,48,9.472743237159245,0
952,391693,21,16.629596063656173,0
953,666864,19,17.0888198648991,0
954,413398,26,17.26151071108648,0
955,291791,17,13.218272439106222,0
956,616276,32,17.443329488061295,1
957,646006,18,16.57640864841108,1
958,123577,14,16.779701923144895,0
959,492931,40,16.570729380063312,0
960,431671,45,12.735190341487922,0
961,563822,34,9.052170810363366,0
962,748592,27,16.5473621056144,0
963,865980,18,15.26569452133624,0
964,868808,59,14.281438763380926,0
965,348617,35,13.272887128206348,0
966,516767,32,14.414411928490306,1
967,106830,42,12.1957969471942,1
968,505440,38,16.058476985934327,1
969,389094,36,13.585083479029647,0
970,370606,30,13.771809377223958,0
971,867167,41,15.677703023621852,0
972,453492,25,14.407776799040054,0
973,801696,46,16.358461982673564,0
974,857505,58,15.63222594112033,0
975,188205,32,9.40999557202264,1
976,166632,43,11.522617161283994,1
977,545564,20,9.127426820623386,0
978,570296,54,16.232683067892204,0
979,659619,53,14.572693301892503,1
980,659864,14,13.329101743657306,0
981,689996,20,13.20721277026227,0
982,745208,13,13.585062524403407,0
983,351844,36,9.195819996927899,0
984,988321,53,14.496827639728016,0
985,981476,52,10.982477655263887,0
986,403886,32,8.628000039170832,0
987,828167,27,12.678029652647652,0
988,526946,56,11.376042033767146,0
989,350391,39,9.670151948201001,1
990,380074,39,16.958759937807802,0
991,945228,29,13.131345786622635,0
992,812642,58,10.236764199051018,0
993,204067,24,10.800938399902408,0
994,535157,19,16.95403321012435,0
995,613708,22,16.41811072237661,0
996,286845,29,16.781270583642623,0
997,328895,23,14.034360017791053,0
998,903604,53,17.82267498012379,0
999,103539,30,17.64192015865917,0
1000,576527,43,16.10454584867718,0
1001,780331,28,14.460501549484638,0
1002,770066,47,15.723960662274601,0
1003,117912,54,9.5094302246696,0
1004,292945,20,13.694483254600408,0
1005,696431,18,10.018663427141785,1
1006,970041,24,14.682620338781774,0
1007,121812,59,13.363754958893942,0
1008,285149,21,12.43575306195537,0
1009,584422,59,13.926365921228207,0
1010,380499,35,9.099256788279373,1
1011,822786,19,12.129508939452375,0
1012,533681,45,11.181867825576223,0
1013,877595,27,8.704944851042104,1
1014,383610,33,17.416900969287376,1
1015,724808,24,8.170352649668496,0
1016,996360,29,9.517312326064664,0
1017,294331,15,14.282535628914976,0
1018,442818,56,15.95651805117937,1
1019,541786,16,16.79168631137394,0
1020,885135,43,11.007297030731005,0
1021,997176,14,13.669109072999033,0
1022,490323,48,10.898287980840626,0
1023,605111,30,14.098477157351033,0
1024,475907,59,13.090988606125066,0
1025,171155,52,17.041415217601383,1
1026,579229,52,13.451395465969513,0
1027,492783,34,13.041202404464796,1
1028,974381,30,13.739592707698959,0
1029,943337,19,15.950610125211846,0
1030,717586,49,11.840501721157112,0
1031,296656,29,15.121980918168086,0
1032,357221,52,8.204964880203462,0
1033,344987,20,16.459158566213453,0
1034,303332,15,13.515194852810536,0
1035,950491,12,14.318461335874817,0
1036,545111,27,16.948936727901422,0
1037,387175,37,10.744846857830348,0
1038,845688,21,17.54883938543313,0
1039,472914,48,13.265471760141477,0
1040,108229,16,8.999397217297405,0
1041,626041,24,14.25255748693117,0
1042,244814,23,15.622956416128101,0
1043,563896,30,11.404609649809313,0
1044,836745,44,9.770249294311363,0
1045,811854,43,8.213947027634605,0
1046,483636,57,15.00938497269853,1
1047,654240,20,16.935037854064326,0
1048,932949,40,12.095219522412277,0
1049,891268,52,11.79842136166627,0
1050,694761,38,13.20489603226414,0
1051,841085,57,15.823660915690738,0
1052,532340,32,8.551773338909298,1
1053,606498,44,12.940873754931044,0
1054,608751,32,11.857760881697434,0
1055,716630,22,9.89557269701534,0
1056,159649,12,16.340642381170554,1
1057,884574,37,15.056402021698181,1
1058,741478,36,9.521473481855464,0
1059,540788,15,17.922283286162322,0
1060,362517,15,8.702287622754824,0
1061,645774,39,9.24703551952139,0
1062,386982,26,16.79643049722871,0
1063,780461,47,10.455554673752406,1
1064,519324,18,13.639249917314359,0
1065,989883,14,12.85766720267142,0
1066,727844,14,9.434407387850516,0
1067,904173,19,13.830486315336413,0
1068,840312,16,11.845327168295318,0
1069,249647,16,11.363506356249173,0
1070,878512,54,10.155663731374135,0
1071,311348,56,12.899988108255673,0
1072,582862,51,10.745518309345726,0
1073,556162,28,13.636196386404855,1
1074,831831,39,13.577823306104037,1
1075,854963,48,10.062563630956683,0
1076,506826,38,15.43808743006078,0
1077,286839,13,15.161486384597268,0
1078,921299,57,14.273758851107408,1
1079,647709,51,14.057436098285658,1
1080,263411,47,10.213584331030937,1
1081,605995,28,9.412617374638783,0
1082,222198,38,14.769633812069577,0
1083,173648,17,10.326229603817943,0
1084,196038,35,16.21305328158776,0
1085,331749,47,12.104494068039644,1
1086,962409,54,10.825600808661829,0
1087,270424,19,9.306450753300343,0
1088,456928,23,14.694251045280422,1
1089,470550,38,10.328546195180609,0
1090,329448,41,13.269841972391404,0
1091,905568,46,12.32616390330898,0
1092,116761,13,17.990705433703187,0
1093,778404,20,17.717493972566878,0
1094,210359,18,12.289076078756281,0
1095,469834,57,17.34411634293856,0
1096,337647,38,16.60241332913893,0
1097,711387,19,11.574199740192,1
1098,572839,42,17.146712529192445,0
1099,629571,15,14.655560327255202,1
1100,207671,15,11.432460416235214,0
1101,362798,25,12.568897801434565,0
1102,480417,38,16.718417670774986,1
1103,832620,16,13.569712724445566,0
1104,976162,57,13.754159338846447,1
1105,505365,55,17.830086518804617,1
1106,146521,19,8.249888193022656,0
1107,211454,26,10.054960977712884,0
1108,989424,35,12.001174442166992,0
1109,125081,39,8.173527244806612,0
1110,562951,33,11.548382879458071,0
1111,682700,23,15.65512276124194,0
1112,639145,17,13.016870198152796,0
1113,120601,43,14.996882792221728,0
1114,148402,55,14.959377404062096,0
1115,957339,55,13.9495120800684,0
1116,729418,35,12.730442834550935,0
1117,132092,38,12.45700424927471,0
1118,772630,16,8.304232920504186,0
1119,310858,31,11.294773745579665,0
1120,207498,27,16.960894099180816,0
1121,650453,30,14.383611295285437,0
1122,573040,17,9.596313532287665,1
1123,782695,38,8.996376445802374,0
1124,851818,56,16.71333664432435,1
1125,106054,26,8.092977361055892,0
1126,622015,22,9.03007862197791,1
1127,999497,55,17.605142721148077,0
1128,557273,20,12.320532814772742,0
1129,715948,12,14.405868588862415,1
1130,590675,31,15.052607530070794,0
1131,366334,23,13.773845462020915,0
1132,970277,45,16.028836003993003,1
1133,820537,58,15.467537201736421,0
1134,280560,12,10.476955684348484,0
1135,526276,52,8.523494039792796,0
1136,337194,59,11.04450311976217,0
1137,308071,15,8.420322529539215,0
1138,379315,39,14.923437545929549,0
1139,163415,36,15.499177547272216,1
1140,350088,48,13.524375512372162,0
1141,897821,59,15.811660760332526,0
1142,580058,26,15.274556276530195,0
1143,162150,59,9.516457300306724,0
1144,249367,26,9.57228448255342,0
1145,386613,13,11.320459479270106,0
1146,816624,32,10.977450100285706,0
1147,371462,30,11.660548153659203,0
1148,910810,45,17.358048394473407,0
1149,951201,40,15.078017315542803,0
1150,267216,41,8.623789944938462,0
1151,625385,12,9.72221014029622,0
1152,491669,15,8.738728282391776,0
1153,428736,46,14.009165519223354,0
1154,333189,26,9.92116593043161,1
1155,936374,12,8.72213407256856,0
1156,349087,26,9.696624283246107,1
1157,665707,37,16.163974102433688,0
1158,428725,37,10.95259435030544,1
1159,336038,33,15.862214787420573,0
1160,118937,26,8.358208990949736,0
1161,303776,21,8.520922813501265,1
1162,642884,49,13.293226952276473,0
1163,931740,54,12.178864161476788,0
1164,761342,27,15.973673091835812,1
1165,327678,27,15.896938886122507,0
1166,156873,42,11.08948849727093,0
1167,224173,19,13.88675266547439,1
1168,307697,33,16.868905723841742,0
1169,892069,38,10.462447380895972,0
1170,463161,56,13.476199647108114,0
1171,253385,15,12.514553488809618,0
1172,658254,37,14.18825292673512,0
1173,361554,47,12.065713826631912,0
1174,446519,58,12.946351055588986,1
1175,898082,18,11.29619404528161,0
1176,339060,12,13.481449492426414,0
1177,809529,27,8.079264124947883,0
1178,453537,32,17.957221078383395,0
1179,789984,39,10.863430697218158,0
1180,259895,48,17.57355508451197,1
1181,112897,38,8.111624137655099,0
1182,319356,35,12.66640743821523,0
1183,708752,49,12.997918818883706,0
1184,249411,37,15.408569856529581,0
1185,114196,37,13.901497576485596,0
1186,819977,27,8.824004752225056,0
1187,326058,51,15.443181046879262,1
1188,168359,22,15.949563165134867,0
1189,435281,32,8.448698665131488,1
1190,700592,41,8.80237117467017,0
1191,777157,33,11.116020217478038,0
1192,490053,42,8.643383409622773,1
1193,884537,26,14.970126696849235,1
1194,545606,43,16.920591791878262,0
1195,151194,25,9.58842203975073,0
1196,819887,39,9.38202785825458,0
1197,912670,44,9.616932648390751,0
1198,966413,36,16.29017678172773,0
1199,651171,13,11.170436384984804,0
1200,498883,32,17.294289309920266,0
1201,183093,56,11.906938004763068,0
1202,184623,18,10.179195275861362,0
1203,841944,45,9.97902380031761,1
1204,360363,50,16.494061717859626,0
1205,676328,52,10.630726953764631,1
1206,474297,13,9.706302409657264,1
1207,777821,37,10.877031070127629,0
1208,511451,49,17.716068456383432,0
1209,615816,16,17.285140853672207,0
1210,718293,18,13.161528330509192,1
1211,122562,54,10.585651596813536,0
1212,159412,40,11.759653651543143,1
1213,508935,12,16.45444486566758,0
1214,795436,27,13.192285028289568,1
1215,404210,34,17.465031181643322,0
1216,433878,15,15.364316999743899,0
1217,458058,45,16.598671582618415,0
1218,965069,35,15.909479096365375,0
1219,906148,51,10.104548840075806,0
1220,545534,37,16.97270483445016,0
1221,584886,43,13.66037053385117,0
1222,661275,57,12.135323963331306,0
1223,646638,16,17.450786201137234,0
1224,791702,30,8.532545957074095,0
1225,435417,37,16.872132634740897,1
1226,601470,43,8.808722961687371,1
1227,921250,30,9.36206697149943,0
1228,240174,20,11.328723567035453,0
1229,347432,52,17.943442774272985,0
1230,828732,37,13.672474334744761,0
1231,105217,26,8.275953222170429,0
1232,359716,15,9.310665089481384,1
1233,510374,35,16.23688957452631,1
1234,148867,26,8.579236028615243,0
1235,855320,17,11.461553905852488,0
1236,701244,28,15.845881140451176,0
1237,960158,37,13.119214268204097,0
1238,983957,42,15.782108806495273,1
1239,991707,27,15.727892384685658,0
1240,285388,15,12.220896765988574,0
1241,664258,47,8.33792619051614,0
1242,604539,30,12.447433226118894,0
1243,289725,37,16.60494412047051,0
1244,858086,26,11.641436772185267,1
1245,395165,46,13.177075556632929,0
1246,347257,55,10.216604796236698,1
1247,103802,58,8.899507074602969,1
1248,338052,20,17.853903668081255,0
1249,556634,48,12.4569055218954,1
1250,947695,54,10.078372529613496,0
1251,193486,18,17.915160356947084,0
1252,318948,32,9.371044006389582,1
1253,616434,20,15.113946607728275,0
1254,317289,58,11.413207801823708,1
1255,598364,18,16.07260535919926,1
1256,831920,42,12.15977797814608,0
1257,524101,55,12.588583378493787,0
1258,956894,39,13.646919445068736,0
1259,537129,57,8.122509860675159,0
1260,413996,30,15.938543493807167,0
1261,870064,13,17.565427247809282,0
1262,987534,30,12.383170213343039,0
1263,704471,28,17.91526249507319,0
1264,847821,50,10.93880348125296,0
1265,818660,23,8.350308145871242,0
1266,319349,22,10.1912271668598,0
1267,893777,32,13.58841710040849,0
1268,574807,14,12.947494752441946,0
1269,778998,24,14.913460196818749,1
1270,702120,20,8.871575905861759,0
1271,161744,31,15.950575788093067,1
1272,652173,14,17.342999994276326,1
1273,644518,46,15.636775340090159,0
1274,461664,57,8.07249484044561,0
1275,382951,59,9.350271188339331,0
1276,680468,38,8.728733264782953,0
1277,210757,13,15.77661358979454,0
1278,948628,14,14.172637685034408,0
1279,221067,40,15.433672297254143,1
1280,548177,31,11.474415298964566,0
1281,781259,34,12.341670743403965,0
1282,491643,15,14.38514601071979,0
1283,635929,58,12.266864544776087,0
1284,164134,19,16.246791227137383,0
1285,791547,29,10.739711082932674,0
1286,940494,24,15.412902965141914,0
1287,768343,19,10.06356104922598,1
1288,322179,37,10.006961082364516,0
1289,943399,39,13.442045973953572,1
1290,781736,13,12.232637497595563,0
1291,724041,49,14.697576648334302,0
1292,454489,43,10.007599084714744,0
1293,458336,50,14.93928688307089,0
1294,313220,55,15.712535167612547,0
1295,715660,51,11.005176108425397,0
1296,421744,50,17.068943255465825,0
1297,300626,32,16.78996002569773,0
1298,815114,21,16.380488935787216,0
1299,216231,42,13.426101871164292,0
1300,931954,46,15.327986904580307,0
1301,182164,28,16.139327663921286,0
1302,419032,58,12.078043210294753,0
1303,575523,20,17.90294066895144,0
1304,556708,36,13.066855848199683,0
1305,636487,31,11.87763311565354,0
1306,250544,26,12.462027491505651,0
1307,398380,21,17.04536278841063,0
1308,177417,22,12.214572272330248,0
1309,910345,20,13.740064289464236,0
1310,318279,32,10.25828765784071,0
1311,337048,24,14.268744154201247,0
1312,966058,44,12.95660912931126,0
1313,512688,46,12.33237093061715,0
1314,838417,45,16.575632573564846,0
1315,409060,49,15.296957891693065,0
1316,239245,30,9.223062698744403,1
1317,249118,52,16.834300253764887,1
1318,650887,30,17.633779934214473,0
1319,583122,31,10.63448890076305,0
1320,667165,57,11.968945141763442,1
1321,572310,15,10.954941649589616,0
1322,268038,25,9.640650653493488,0
1323,795767,40,16.705658915980898,0
1324,324193,23,10.953761341914246,0
1325,739837,29,14.32999292736924,0
1326,983777,45,12.821327235714097,0
1327,101016,17,12.60671410464644,0
1328,997072,46,17.55053498963256,0
1329,988404,31,17.89905552044544,0
1330,223363,53,12.976038012240357,0
1331,681813,53,8.004310066909529,0
1332,380399,18,11.497025021519228,1
1333,199874,39,9.401866854243337,0
1334,432349,55,14.494236584734146,0
1335,859394,13,14.813594195532268,1
1336,884052,13,13.841146876100982,0
1337,408164,52,8.54240633187271,0
1338,455883,33,15.556698478775452,0
1339,270973,12,16.968282519699144,0
1340,724107,13,8.753078656027672,0
1341,197683,13,16.71901420506964,0
1342,294168,58,9.00742364846606,0
1343,800149,48,8.753805780607092,0
1344,119374,12,15.3905852900213,0
1345,361549,49,9.094049655999434,0
1346,413449,58,14.518986186725137,0
1347,387620,27,17.96734552142301,1
1348,301405,40,12.23364350310339,0
1349,739105,57,9.202845472060787,0
1350,149081,48,15.120632600295185,0
1351,974513,58,11.310610205393498,0
1352,722042,50,13.929532355102026,0
1353,215970,52,11.532585862840254,0
1354,413647,29,12.097708083299626,1
1355,814434,58,15.013194782008846,0
1356,962386,34,10.530430411679209,1
1357,730654,44,9.132777491626712,0
1358,180094,14,17.66625979810309,1
1359,474149,26,15.834089157209512,1
1360,252141,47,16.379243672461484,0
1361,892721,23,17.22509359135838,0
1362,274224,41,15.674571471514689,0
1363,487228,15,16.43632359117986,0
1364,725003,42,17.57876169699234,0
1365,987084,41,8.921021217328958,0
1366,616638,54,10.307293140831767,0
1367,872681,25,16.325636772166767,0
1368,503332,22,15.04213977539378,0
1369,708222,19,8.054041535486972,0
1370,116463,16,16.4385929710986,0
1371,175776,42,13.211811857021091,0
1372,891129,13,13.83808309647559,0
1373,800085,13,12.349888601557746,0
1374,511886,54,15.598412438720377,0
1375,660956,31,15.426296981902269,1
1376,450949,15,12.773076373368006,0
1377,688343,21,10.067906021998697,0
1378,778951,19,8.176384195322129,0
1379,610636,19,15.383960972498677,0
1380,750272,33,8.532299503680413,0
1381,760028,50,8.41764900238797,0
1382,537604,56,8.213522124940566,0
1383,979535,54,10.404735608532109,0
1384,924043,34,12.98918265531337,0
1385,889839,53,17.29997865275628,0
1386,378772,42,17.755526805686166,0
1387,640364,43,15.375680283432963,0
1388,829661,43,15.293254290849191,1
1389,899420,37,13.65479011645809,1
1390,336554,31,12.362308192500738,1
1391,166274,54,16.454952436569975,0
1392,180911,23,16.780733937700383,0
1393,729775,22,14.365255991183988,1
1394,453595,56,9.181070531495562,0
1395,242188,16,11.113020334717397,0
1396,526021,23,14.36439785947116,0
1397,740643,38,9.960634382232058,0
1398,917799,39,13.160869640690441,0
1399,415497,16,13.543262083367539,0
1400,424513,16,8.77506332531267,0
1401,263631,51,11.983608395139115,0
1402,888043,37,9.64807993843469,1
1403,278011,32,17.746602585761217,0
1404,681578,39,9.078240366870215,0
1405,430909,14,11.58359248045123,0
1406,485702,57,17.66883732307736,0
1407,249211,29,16.36534360603968,1
1408,689803,38,15.498982441138327,0
1409,180600,58,15.062973789861214,1
1410,720742,15,16.950199060604383,0
1411,655066,38,14.625144636081297,0
1412,939928,48,8.098763250136148,0
1413,238853,34,11.189966536015303,0
1414,992925,45,16.051961346068445,0
1415,338744,48,12.364487889438012,0
1416,937662,21,9.226213833575937,0
1417,957450,41,8.546604297682805,0
1418,978901,42,16.125470723113466,0
1419,949121,18,10.489888743834632,0
1420,726132,47,17.41874205468083,1
1421,848079,41,16.068796946880887,0
1422,588060,40,10.376145043940973,0
1423,779009,38,16.246783616808575,0
1424,630085,37,10.528188997952096,0
1425,745812,50,8.774603179088775,0
1426,115884,28,16.28765833169871,0
1427,295098,58,15.371511846527985,0
1428,532634,31,17.800423624837055,0
1429,164393,19,12.281101814385499,1
1430,169595,55,11.745519784421415,1
1431,933021,58,15.220622282944614,0
1432,792303,49,8.406657031965885,0
1433,675854,28,15.585801338900993,1
1434,207676,19,17.46777553553223,0
1435,774143,24,9.091649130705672,0
1436,113309,57,11.955538286829944,0
1437,135531,39,9.691771274546362,0
1438,460619,18,12.725801987702948,0
1439,585116,59,9.25231836763956,0
1440,975759,41,15.022354072353664,0
1441,527413,19,9.375485089728706,1
1442,776907,59,17.730695078749893,0
1443,100524,38,12.267107089979433,0
1444,942458,53,12.948972224930383,0
1445,551724,50,15.886536396821578,0
1446,249122,35,16.141795497639276,0
1447,520699,33,14.315564534190978,1
1448,908473,27,15.447492525700577,0
1449,999603,45,17.73645582829731,0
1450,701434,47,15.952404845347496,1
1451,342111,37,14.154640766450619,0
1452,160360,17,11.306480628071597,0
1453,105404,58,15.720858002813832,0
1454,255690,27,12.243075205063267,0
1455,877333,19,14.213078020765515,0
1456,201876,32,8.925139831992807,0
1457,915521,14,9.498309694480767,0
1458,538701,23,9.96564312159085,0
1459,687767,29,10.08564160291466,0
1460,234932,34,15.921884714539328,1
1461,227916,23,11.73518770656505,0
1462,572879,12,12.702213259344791,0
1463,386411,46,14.189422466522407,0
1464,798711,43,16.0679392902422,1
1465,801162,16,13.96580031897349,0
1466,745578,54,16.520408074455066,0
1467,183849,25,10.932572033770981,0
1468,510730,36,15.060455443718958,1
1469,333731,28,17.58465282534941,1
1470,898652,35,10.752064594394248,1
1471,326455,12,10.98412541960036,0
1472,270809,39,8.005882791481739,0
1473,522766,40,13.44623644725577,0
1474,628229,47,14.15178836259256,0
1475,771117,36,14.0899937201929,0
1476,935505,49,13.499798251397717,0
1477,120537,54,13.218267779680426,0
1478,186098,50,15.62021703817487,0
1479,368834,12,8.291238006414618,0
1480,668062,34,14.914481300523356,1
1481,536499,55,12.676378519909965,0
1482,612176,15,13.379687484195255,0
1483,678519,42,11.816021950545553,0
1484,191690,16,9.074221974793945,1
1485,261095,52,17.481091461152335,0
1486,649050,56,11.043591076769134,0
1487,333380,25,12.604023095569385,1
1488,935734,26,8.178860978096262,1
1489,228100,59,16.81077626849185,0
1490,326185,46,12.093470641262902,0
1491,534044,54,10.194957420955493,0
1492,711212,48,11.30356707706901,0
1493,572702,17,9.30779831755494,0
1494,632376,34,13.730095226804531,0
1495,834551,34,14.927095156496696,0
1496,802338,58,14.847808098280554,0
1497,761803,20,10.780705429270991,0
1498,889214,50,15.022094749678889,0
1499,239713,48,15.03058960990975,0
1500,674671,39,17.99619659806673,0
1501,656169,54,17.55476551140802,0
1502,410260,21,17.30154868506872,0
1503,474132,26,16.38380881148742,0
1504,713625,34,12.505191906107681,1
1505,273069,20,16.559790235493246,0
1506,267082,52,15.628451816245818,0
1507,517811,43,17.682471224690048,0
1508,446734,16,16.14197026661881,0
1509,705748,26,12.751709882472804,0
1510,616972,43,16.42387515664725,0
1511,211670,17,11.336725850993185,0
1512,644331,14,8.354201967008253,0
1513,602963,59,8.657532029979581,0
1514,782685,18,16.773293235951748,0
1515,270410,12,10.598453572937217,1
1516,465018,52,8.071051440576825,0
1517,951400,37,10.374816556035167,1
1518,505249,19,17.923248268390438,0
1519,238482,45,17.681497678813372,0
1520,116718,21,12.826884740596503,0
1521,124923,47,12.54206072598463,0
1522,933109,29,10.152315631327834,0
1523,889887,19,11.099001811772563,0
1524,999869,23,13.71863908445044,0
1525,518632,37,13.328812979093943,0
1526,613205,26,8.492687500858738,1
1527,553199,13,16.05437185771449,0
1528,204371,28,10.891276822987393,1
1529,658487,50,15.159626468419065,0
1530,420808,37,16.213948802521205,0
1531,443036,12,9.727152255934286,1
1532,187406,45,13.060081630616477,0
1533,432543,28,15.313056381369492,0
1534,918986,19,11.318255697818223,0
1535,833098,17,17.786988993192193,0
1536,241282,31,10.439301908330991,0
1537,215390,47,16.128485647563057,1
1538,165865,41,8.307765006159794,0
1539,199252,32,12.760963897398696,0
1540,892880,28,10.424221113725325,0
1541,335944,19,15.240037363987419,0
1542,868692,55,15.000828189214777,0
1543,489506,47,14.429742976931795,0
1544,883789,48,15.38060111367879,0
1545,205388,46,12.81790405198434,1
1546,127300,28,11.63972232698645,1
1547,420099,50,13.959952336614297,0
1548,664448,31,17.380624139103478,0
1549,984323,21,11.644939169611387,0
1550,159462,26,17.8415384253873,1
1551,220500,41,12.320728715258378,0
1552,253626,24,8.219179043633082,0
1553,771741,39,10.077700777411955,0
1554,102737,29,14.428565813966268,0
1555,375265,23,14.985376916461178,0
1556,117245,49,17.278071005519575,0
1557,400290,40,9.592412505823,0
1558,291963,31,8.806116519967253,0
1559,684497,54,12.814543292730278,0
1560,291988,47,11.797664824889104,0
1561,333103,47,12.13012124062789,0
1562,503196,25,10.83932056442458,0
1563,765468,14,8.297898078410242,0
1564,680419,12,17.758546080160965,0
1565,840846,18,9.614878386330215,0
1566,176660,41,8.02530579308131,0
1567,216941,34,16.46668157462769,1
1568,589324,53,9.778979841841686,0
1569,299834,53,8.416346599493892,0
1570,330065,51,17.123301211027858,0
1571,740109,39,12.474162365759584,0
1572,992595,29,16.381558568365357,0
1573,528864,19,14.379488064408873,0
1574,796947,14,8.555862084230416,0
1575,838543,13,16.672792151669043,1
1576,367253,20,14.225023945238096,0
1577,655433,57,16.37789342486496,0
1578,859055,23,16.233775885679744,0
1579,209731,35,9.695527242669643,0
1580,283102,27,13.803727543494206,1
1581,626910,57,12.94412572601685,0
1582,874819,38,14.145879100776549,1
1583,535317,19,16.991806753470673,0
1584,247613,57,10.617560210900201,0
1585,244598,37,15.513376354044102,0
1586,771515,45,11.510299427829008,1
1587,348578,58,16.437484438431774,0
1588,778781,57,11.659131270642614,1
1589,194187,59,8.80267204608632,0
1590,708816,18,15.126029862889034,0
1591,728788,43,17.809918931705802,1
1592,802432,41,17.75337795333732,0
1593,490837,43,10.658440136209721,0
1594,314612,37,14.85872965595286,0
1595,207536,31,14.841182390392964,0
1596,882729,16,9.274678696550463,0
1597,306476,32,12.01656972888486,0
1598,212600,25,13.672957045982145,0
1599,174890,14,16.245978110687027,0
1600,893479,55,17.105866669525966,1
1601,784388,14,9.752926601313225,0
1602,229522,44,17.298454942402625,0
1603,441320,43,14.895082702201865,0
1604,930951,28,16.206426751564997,0
1605,592587,37,8.026351048214034,0
