borrower_id,credit_score,total_credit,used_credit,delinquency_count
1149,590,652020,3529,1
1150,639,844518,73340,2
1151,658,381822,136765,1
1152,737,249893,28279,2
1153,759,332277,337865,0
1154,783,709214,220503,4
1155,557,306484,439325,4
1156,794,804293,385204,3
1157,791,698521,31713,0
1158,670,203590,203501,0
1159,692,950328,125447,3
1160,787,317046,235144,2
1161,711,836096,326704,2
1162,581,298870,460211,1
1163,822,952899,496683,1
1164,807,577053,282894,1
1165,721,889881,443938,1
1166,816,388629,386583,0
1167,578,960350,299868,1
1168,641,537371,25487,3
1169,766,390828,229670,2
1170,641,698875,488038,4
1171,723,215200,151203,1
1172,559,558076,192241,2
1173,669,219739,310860,2
1174,693,644936,416892,4
1175,553,406660,232970,4
1176,729,260246,225325,1
1177,732,768212,98216,3
1178,686,909917,330915,0
1179,579,609433,57853,2
1180,749,599690,483606,1
1181,593,285551,364864,4
1182,576,999158,134546,4
1183,657,906665,456820,1
1184,554,814311,360483,1
1185,669,678220,178151,1
1186,597,559108,196056,3
1187,566,385070,467143,3
1188,804,414787,462012,0
1189,820,694999,411435,4
1190,689,594194,342760,3
1191,807,643480,285529,4
1192,551,206262,269534,3
1193,584,635316,40878,4
1194,790,688758,212487,1
1195,656,384039,423170,2
1196,736,616104,255185,4
1197,798,512524,302991,1
1198,819,387610,346622,0
1199,573,750277,206522,3
1200,712,383049,13891,3
1201,651,380836,132134,4
1202,556,300764,67282,3
1203,674,336099,459552,1
1204,694,898312,487656,2
1205,784,954955,468492,2
1206,803,970106,129486,4
1207,676,379480,488898,0
1208,703,668533,73840,1
1209,598,230560,340774,3
1210,822,703681,40237,4
1211,814,385708,10911,3
1212,763,382668,307354,3
1213,638,766362,10204,4
1214,768,252131,199660,4
1215,603,765728,15444,1
1216,760,808652,293128,1
1217,733,855415,241068,1
1218,766,895169,499992,0
1219,822,300876,182366,0
1220,717,357469,169715,2
1221,600,354072,351008,3
1222,716,685159,19464,1
1223,682,982488,426848,1
1224,700,895619,462489,0
1225,833,665481,267826,2
1226,759,874352,245932,3
1227,824,702213,265214,2
1228,628,802087,431957,3
1229,666,775005,78522,2
1230,674,863265,445039,2
1231,698,311708,369576,1
1232,593,877422,27838,2
1233,707,480528,174792,4
1234,847,348956,35573,1
1235,690,298910,324775,1
1236,639,594503,482965,4
1237,586,903861,6311,3
1238,812,443293,259409,0
1239,816,378894,192183,1
1240,822,718163,493805,2
1241,562,709993,445143,1
1242,694,549684,233485,2
1243,584,746520,94414,3
1244,661,343621,474266,3
1245,632,238792,26894,1
1246,666,691323,339485,0
1247,805,256322,347947,1
1248,721,487072,217076,1
1249,817,783067,119587,2
1250,750,784536,488907,1
1251,678,515022,142065,2
1252,572,200022,470543,2
1253,720,631753,259590,1
1254,647,603762,147549,0
1255,574,971289,184224,4
1256,717,866970,138367,2
1257,694,986226,493862,1
1258,679,592279,414664,1
1259,724,937555,174270,2
1260,735,609127,115293,4
1261,675,830520,266338,0
1262,634,589012,221942,1
1263,733,882020,81279,0
1264,590,759478,11139,2
1265,825,968288,147021,0
1266,582,660436,481236,1
1267,839,528387,142305,2
1268,764,959687,461405,1
1269,611,561291,207969,3
1270,836,515257,219796,1
1271,671,914322,460905,0
1272,763,509588,299880,3
1273,602,620180,103064,4
1274,789,708903,161069,2
1275,672,249786,320115,4
1276,648,864518,134495,1
1277,728,684759,173071,4
1278,722,357958,323958,0
1279,602,927867,378486,1
1280,689,668402,31951,0
1281,702,216965,247362,2
1282,723,556117,428367,4
1283,561,510471,382867,4
1284,664,381814,400248,4
1285,774,299979,255590,0
1286,789,820127,495560,3
1287,781,313137,43643,4
1288,645,676807,381014,3
1289,651,411166,96140,1
1290,600,710362,371225,0
1291,722,397383,457996,4
1292,691,393950,297281,1
1293,670,611334,486504,2
1294,733,899769,350707,3
1295,614,975205,170352,3
1296,668,449749,356082,3
1297,579,775439,253965,3
1298,617,525632,24509,2
1299,615,217540,483435,1
1300,715,985708,287431,3
1301,786,581788,462871,4
1302,733,881758,139833,0
1303,827,362778,158993,3
1304,744,907913,452173,3
1305,610,533109,458113,2
1306,740,797055,168963,1
1307,816,670680,7292,2
1308,821,395376,206477,2
1309,666,751067,113492,1
1310,716,754604,351264,0
1311,652,494016,447075,0
1312,845,788713,391757,4
1313,698,420464,352217,0
1314,567,935097,100176,0
1315,593,422739,399522,0
1316,769,305356,367140,4
1317,834,767371,74548,2
1318,844,697698,254190,3
1319,700,352908,456199,2
1320,836,885943,23763,3
1321,816,374590,451654,4
1322,741,648522,144020,2
1323,813,302076,201125,0
1324,675,896775,382978,3
1325,783,851111,82732,0
1326,696,564923,450585,4
1327,598,920205,390523,4
1328,701,897260,256137,3
1329,796,345401,405918,0
1330,649,798494,222948,4
1331,815,801266,114787,4
1332,831,827266,156636,0
1333,564,572519,238982,2
1334,744,414146,124030,0
1335,815,584539,125730,0
1336,662,273087,231879,0
1337,590,453147,447013,2
1338,595,709219,264732,3
1339,693,266295,153094,0
1340,847,347520,172284,4
1341,818,466379,202286,3
1342,552,590324,146268,3
1343,748,218508,310926,3
1344,605,804869,322229,3
1345,656,540250,97723,3
1346,561,407735,194209,1
1347,713,436656,274064,3
1348,827,394454,169025,2
1349,595,519907,116998,1
1350,840,307697,62135,1
1351,733,529459,45479,1
1352,786,506888,42227,1
1353,797,803354,308880,0
1354,673,421104,436144,3
1355,597,682458,149369,2
1356,633,698556,243152,1
1357,610,877993,162301,0
1358,672,487694,208346,2
1359,760,862747,374902,4
1360,774,438467,386137,0
1361,676,584527,95465,3
1362,667,376872,487276,3
1363,551,891372,219187,3
1364,840,606741,73213,1
1365,787,305104,180391,3
1366,660,957027,328836,0
1367,660,496563,52437,2
1368,820,792202,296722,3
1369,791,818050,471247,3
1370,841,622067,144997,2
1371,808,999627,55193,0
1372,774,829073,58885,1
1373,598,735502,49226,4
1374,627,272386,260519,3
1375,596,212636,345249,1
1376,677,538359,451179,4
1377,611,638393,450014,1
1378,585,210839,496001,0
1379,552,840334,368590,0
1380,726,661017,438767,4
1381,604,289631,52379,1
1382,802,863640,76378,1
1383,825,638405,336946,4
1384,733,501325,487747,3
1385,837,910620,298482,4
1386,771,703018,460591,0
1387,784,602297,15813,4
1388,758,683421,280063,2
1389,803,214571,432406,0
1390,744,681686,354669,3
1391,704,343238,335610,2
1392,768,693111,95067,3
1393,621,826050,485611,1
1394,555,569984,258032,3
1395,683,349415,174167,0
1396,647,440502,488457,0
1397,607,984464,47319,2
1398,681,670021,421502,0
1399,666,339330,89635,4
1400,624,228661,411836,0
1401,790,998841,171748,3
1402,783,769035,92985,2
1403,607,805288,77151,3
1404,742,677404,156729,4
1405,579,427325,317626,3
1406,582,512604,281130,4
1407,581,456087,41120,0
1408,803,864258,428858,0
1409,769,774755,137078,4
1410,797,721075,416709,0
1411,668,990960,62241,0
1412,644,742355,61564,4
1413,704,382883,121184,0
1414,614,205834,312525,0
1415,828,913710,136690,4
1416,665,408663,134333,1
1417,822,263271,175433,3
1418,618,872805,328710,4
1419,718,281046,85946,3
1420,684,209006,467344,0
1421,575,831495,385760,1
1422,608,786935,112489,0
1423,771,311229,342343,0
1424,708,777831,229488,1
1425,699,618682,388844,3
1426,646,641725,468152,0
1427,750,823494,275462,2
1428,840,583136,480747,3
1429,578,752148,368992,3
1430,588,477442,256951,0
1431,632,565835,385131,1
1432,767,956594,224771,1
1433,793,444920,230395,3
1434,606,456853,170885,4
1435,839,625064,80463,3
1436,786,522595,50959,0
1437,719,899276,38026,4
1438,811,654049,193568,4
1439,602,236981,107249,2
1440,641,292167,407831,2
1441,814,757456,84316,4
1442,747,223371,119554,4
1443,820,406609,425927,1
1444,819,775632,78674,4
1445,704,903962,105319,1
1446,597,689856,306158,2
1447,708,620982,271736,0
1448,639,596156,17076,1
1449,761,911277,260362,2
1450,807,652520,42890,4
1451,726,928505,138964,0
1452,646,450913,425082,1
1453,552,785123,456534,1
1454,775,506918,26431,3
1455,612,871370,244792,4
1456,678,713257,335253,0
1457,601,682438,141528,4
1458,796,756419,95858,2
1459,744,207494,192160,1
1460,785,319562,176763,2
1461,717,998559,25692,2
1462,649,547157,281916,1
1463,771,454136,351198,1
1464,788,702173,386392,4
1465,774,507738,408112,2
1466,754,550942,145478,3
1467,814,748792,240105,2
1468,675,788872,385440,3
1469,682,602031,417845,2
1470,588,311060,329217,4
1471,746,573082,104571,0
1472,649,890996,270065,0
1473,833,574566,2519,1
1474,557,607349,353929,4
1475,646,261326,147988,0
1476,810,219745,379487,0
1477,600,275757,488537,3
1478,747,960690,344365,0
1479,691,436447,17862,1
1480,653,545038,22881,1
1481,744,527643,420313,4
1482,585,944794,417808,3
1483,550,451886,6082,3
1484,843,837748,176317,2
1485,671,295474,300502,3
1486,808,911475,22109,4
1487,761,931802,483219,4
1488,591,633042,495390,4
1489,586,730561,157665,4
1490,828,953797,86679,2
1491,833,360672,112209,1
1492,623,500725,35108,1
1493,839,865352,154723,2
1494,740,493319,12603,0
1495,848,523597,120013,3
1496,842,237317,115087,3
1497,661,388302,437759,3
1498,695,398569,485733,2
1499,646,384272,472833,1
1500,596,679001,201064,2
1501,770,872733,124133,1
1502,616,679340,9411,3
1503,606,344565,309722,3
1504,599,967805,320642,2
1505,718,965181,393076,0
1506,772,515008,174467,3
1507,608,737271,179806,0
1508,793,745723,117068,1
1509,821,835708,12322,2
1510,731,919785,321578,3
1511,823,421369,27408,1
1512,803,616637,31556,4
1513,736,893874,436653,1
1514,588,451771,322522,2
1515,791,668692,79090,1
1516,561,731564,223508,0
1517,557,991665,424009,1
1518,734,660539,7588,1
1519,620,279559,304869,4
1520,816,877522,181887,0
1521,825,971903,302354,1
1522,783,458772,237731,1
1523,654,746274,193593,3
1524,815,357087,324264,1
1525,635,837823,91240,0
1526,756,935958,328106,0
1527,727,412587,467232,3
1528,689,941026,72578,0
1529,745,411595,161621,1
1530,797,439528,59988,4
1531,621,966692,180458,1
1532,794,377690,254995,2
1533,693,576816,96162,1
1534,620,491621,296291,3
1535,779,833201,450333,0
1536,647,696139,71353,1
1537,747,954855,109564,4
1538,560,456177,53441,3
1539,553,635335,188160,1
1540,676,233448,187044,1
1541,770,872382,287273,0
1542,790,997505,38630,0
1543,651,920106,379981,1
1544,770,628346,53860,0
1545,683,390951,240148,0
1546,622,617637,223166,0
1547,802,499952,71902,1
1548,657,897828,53191,0
1549,622,814250,490486,4
1550,567,625472,77852,1
1551,631,858730,204159,3
1552,663,206272,374809,2
1553,606,504682,90536,4
1554,660,751180,368852,2
1555,651,991535,95493,3
1556,617,254777,215971,0
1557,616,417523,141593,3
1558,758,277452,440378,1
1559,586,285363,499298,3
1560,679,298650,257692,4
1561,570,729637,496599,3
1562,715,341544,345685,0
1563,654,435422,231298,3
1564,840,356810,335742,0
1565,801,505197,345605,1
1566,574,347884,12713,4
1567,713,428292,212632,4
1568,845,794370,302676,1
1569,593,952518,237188,2
1570,747,588086,428063,0
1571,559,735362,98873,3
1572,679,713606,335690,1
1573,731,971392,2402,4
1574,591,986571,377083,1
1575,759,465032,258974,4
1576,601,385497,271184,2
1577,713,903704,217920,0
1578,671,913734,328257,1
1579,819,796355,35810,4
1580,749,625486,4929,2
1581,552,625419,458614,3
1582,731,506868,133416,4
1583,681,742300,118277,1
1584,807,699640,344789,2
1585,814,781663,43154,3
1586,814,205628,231982,4
1587,604,615583,216609,3
1588,758,895167,242640,4
1589,698,716132,392846,3
1590,781,859408,4279,2
1591,809,767318,399734,2
1592,802,242092,21378,3
1593,816,528981,460093,2
1594,636,352457,369592,1
1595,665,463797,104572,3
1596,713,593912,31028,0
1597,646,240623,468483,2
1598,794,653981,438924,2
1599,769,293240,113457,4
1600,808,282873,179866,1
1601,628,373785,147668,2
1602,789,337624,477519,3
1603,565,582132,301671,1
1604,598,889987,272134,1
1605,675,807713,395487,2
1606,817,705372,224716,4
1607,693,323461,276991,0
1608,702,635344,289919,0
1609,763,793239,127760,0
1610,624,614922,162976,3
1611,579,715605,219394,3
1612,572,235946,357098,4
1613,562,606646,462985,2
1614,822,444062,122871,1
1615,839,698218,110258,3
1616,672,210077,443631,2
1617,667,576950,345289,0
1618,815,280350,130429,4
1619,808,930760,189993,1
1620,679,431325,445169,0
1621,576,989138,173244,2
1622,741,570486,295059,4
1623,554,352819,109098,3
1624,766,580299,291958,3
1625,782,457485,140752,4
1626,640,922576,65803,0
1627,693,567516,416897,1
1628,557,357799,229628,0
1629,607,711285,199142,0
1630,704,777114,477085,4
1631,825,856213,375345,2
1632,630,899144,244366,2
1633,796,302428,59457,2
1634,765,431125,68270,0
1635,769,563899,26501,0
1636,790,371666,92238,3
1637,644,761531,468971,0
1638,632,836856,205888,2
1639,812,500995,345563,3
1640,809,418562,357671,1
1641,784,738260,348378,1
1642,813,564969,409567,1
1643,625,699721,65367,4
1644,757,863938,155409,1
1645,611,239853,486943,4
1646,607,277901,15881,0
1647,838,630552,721,1
1648,611,756136,423626,2
1649,723,357004,463973,4
1650,597,601335,102182,3
1651,568,602575,177059,4
1652,686,449352,172755,4
1653,558,818819,201624,4
1654,836,411056,249720,4
1655,757,541039,202131,3
1656,787,571166,405851,2
1657,588,271691,156644,3
1658,642,898685,250357,4
1659,700,392590,333913,1
1660,750,604197,91583,4
1661,634,849065,361259,2
1662,770,218000,179757,0
1663,725,482208,137582,4
1664,703,285606,380047,4
1665,587,997801,116240,3
1666,568,950603,100403,1
1667,826,913076,203598,4
1668,582,858686,97322,1
1669,762,853375,187785,0
1670,740,528370,16087,4
1671,819,429385,213803,3
1672,811,689966,361364,2
1673,681,890623,371701,0
1674,648,978405,197044,0
1675,580,527281,196054,1
1676,667,639270,181346,2
1677,728,693492,28014,2
1678,641,439046,207075,4
1679,727,997006,99216,0
1680,818,846825,55726,1
1681,726,489392,93167,1
1682,696,749115,197386,1
1683,742,294856,270444,1
1684,774,835127,401338,0
1685,593,660216,272209,1
1686,604,502012,286264,4
1687,717,439951,495638,1
1688,633,357396,495021,0
1689,553,483511,87987,1
1690,650,895926,61903,4
1691,811,961747,378409,2
1692,694,450019,480324,2
1693,739,885336,289165,2
1694,665,502742,403086,0
1695,665,984640,443941,3
1696,646,448740,357577,0
1697,769,232011,341200,4
1698,825,794853,371615,0
1699,707,769211,208158,1
1700,840,709217,15485,0
1701,716,959288,232255,4
1702,586,838615,57139,0
1703,605,769250,114659,2
1704,628,311758,249398,0
1705,640,673690,444035,2
1706,772,696466,195380,4
1707,596,480886,142607,4
1708,645,650060,152491,4
1709,573,600145,490991,1
1710,607,527958,29610,3
1711,702,816046,353909,3
1712,619,605426,417440,0
1713,797,602260,412558,3
1714,621,598961,434667,3
1715,763,533948,158075,0
1716,747,489721,201820,4
1717,607,369614,493104,0
1718,826,549709,268207,4
1719,720,561000,431845,2
1720,674,529127,311425,4
1721,640,590657,14077,4
1722,707,913599,363758,0
1723,681,501579,168494,3
1724,649,988529,159269,2
1725,590,812027,211636,0
1726,623,492591,355408,3
1727,552,295478,184523,2
1728,769,471808,318139,3
1729,629,921739,263132,1
1730,803,868123,40059,4
1731,689,853456,39190,1
1732,584,474613,383899,4
1733,806,377123,297009,0
1734,689,884058,14481,2
1735,739,527458,26246,1
1736,737,719913,326960,3
1737,688,979977,228074,1
1738,751,965886,490400,1
1739,774,571305,118292,0
1740,677,665249,464708,3
1741,728,368121,392597,1
1742,831,798493,425514,1
1743,838,911986,313416,3
1744,841,330718,221424,0
1745,582,791524,288431,4
1746,706,733341,128077,4
1747,788,582437,229185,4
1748,827,977037,149422,4
1749,638,752857,206932,0
1750,764,285495,459791,4
1751,701,403606,405830,2
1752,802,700278,287672,4
1753,599,517325,245756,0
1754,594,934677,417521,4
1755,603,984670,65215,3
1756,603,683747,159766,3
1757,742,806748,59937,2
1758,580,712305,279453,3
1759,608,265185,108672,4
1760,590,243590,47077,2
1761,673,966463,2936,3
1762,845,481301,99689,4
1763,714,817148,234773,3
1764,791,925762,382082,0
1765,589,364527,137568,1
1766,609,879013,482149,2
1767,678,731926,306300,1
1768,760,811838,13823,0
1769,663,705115,101563,3
1770,588,421448,400320,1
1771,584,315298,70062,2
1772,596,453911,256927,1
1773,793,660310,379626,2
1774,783,636086,143375,2
1775,777,287914,152557,1
1776,567,780625,249937,2
1777,590,820081,30160,0
1778,678,372074,492147,3
1779,813,695288,11600,3
1780,830,833985,200504,0
1781,703,639367,4274,3
1782,800,591342,370005,3
1783,787,894283,43867,1
1784,667,529371,347856,3
1785,600,753492,140250,1
1786,646,479726,396402,2
1787,789,663208,66294,3
1788,615,888653,185921,2
1789,764,896442,186153,2
1790,662,490752,105080,3
1791,834,868974,107869,2
1792,765,295059,403937,1
1793,681,360346,297473,1
1794,608,206100,6614,3
1795,670,446588,21989,0
1796,591,663828,70140,4
1797,736,476075,53279,2
1798,642,876504,135317,0
1799,634,544967,32681,1
1800,574,732667,160680,0
1801,821,389954,183075,0
1802,840,981515,211989,2
1803,846,298066,3807,4
1804,812,538167,65100,0
1805,625,333370,230100,2
1806,730,976567,487267,1
1807,640,444322,362623,1
1808,646,685194,107637,1
1809,588,342568,305245,2
1810,814,725388,456950,2
1811,553,535973,117747,0
1812,782,943460,112660,3
1813,651,257633,497593,2
1814,839,831771,349773,2
1815,644,577213,40104,2
1816,842,945197,229706,0
1817,804,562621,79797,2
1818,735,426954,136856,0
1819,714,817359,147901,4
1820,737,517342,154944,4
1821,772,863124,446903,1
1822,632,333385,384888,3
1823,800,808630,451570,2
1824,710,833614,5383,2
1825,824,941977,174012,1
1826,656,449301,85252,0
1827,552,443896,321441,4
1828,663,262114,472554,3
1829,754,907166,449857,0
1830,736,992839,63227,0
1831,830,243361,23274,1
1832,683,361186,232901,2
1833,596,587348,2215,4
1834,557,893808,284493,3
1835,652,657048,495871,1
1836,628,544215,33080,3
1837,837,418373,194668,0
1838,673,984726,414255,1
1839,748,743797,378311,4
1840,790,835847,22627,3
1841,771,221118,292318,0
1842,600,673199,2971,2
1843,793,550927,484789,2
1844,647,556554,274529,3
1845,797,672423,484522,1
1846,733,605815,418713,1
1847,676,545791,459478,4
1848,675,343763,345324,0
1849,739,413004,377034,2
1850,698,682897,426084,4
1851,846,492900,282693,0
1852,649,630595,231868,0
1853,680,420180,378030,0
1854,617,883880,294684,2
1855,807,563237,187683,0
1856,823,778530,108590,2
1857,572,723554,245020,4
1858,839,616284,1359,4
1859,768,256978,213484,0
1860,787,648593,188510,2
1861,726,414980,399680,2
1862,794,450509,2856,0
1863,769,389477,155553,4
1864,846,226536,488406,0
1865,758,322755,389254,4
1866,816,525978,367974,1
1867,739,933072,156080,2
1868,769,483872,89225,3
1869,686,687075,153306,1
1870,730,434001,227619,0
1871,612,435579,496197,2
1872,666,331856,119443,1
1873,624,241746,133854,1
1874,637,671633,406633,2
1875,561,328941,285162,1
1876,824,909349,426143,2
1877,708,791679,261229,0
1878,582,395630,37731,0
1879,609,577116,73573,1
1880,598,595866,124732,3
1881,631,645385,472922,3
1882,720,571609,461014,4
1883,775,642406,13470,4
1884,723,754200,116236,3
1885,698,722548,177076,1
1886,724,754163,495701,0
1887,765,916858,136420,4
1888,846,321311,365957,0
1889,712,904405,351915,1
1890,728,968466,186036,1
1891,720,882336,105023,2
1892,787,838933,470047,1
1893,570,275661,55986,0
1894,666,804967,221900,4
1895,589,421000,87987,4
1896,766,691150,499530,3
1897,738,838330,398125,1
1898,792,256497,300108,3
1899,815,618189,206329,0
1900,754,267220,122103,0
1901,793,612424,82394,0
1902,634,287918,185980,1
1903,721,840929,388301,4
1904,714,609189,54741,4
1905,738,520931,372330,4
1906,813,955108,283748,1
1907,557,913200,34837,2
1908,559,271506,410758,0
1909,751,969325,381253,3
1910,805,674079,222731,0
1911,773,520007,454245,0
1912,709,703208,474982,3
1913,550,537938,402530,3
1914,822,973911,205235,4
1915,634,776452,159457,3
1916,566,471526,80037,4
1917,739,945199,467624,3
1918,672,537590,149442,3
1919,649,550544,232566,4
1920,601,935021,16101,2
1921,623,445835,114065,1
1922,808,645661,167961,4
1923,676,872166,3828,4
1924,631,632916,15558,4
1925,550,677954,56697,2
1926,841,904116,336361,1
1927,693,741742,340332,3
1928,578,236707,139849,4
1929,589,471034,254036,0
1930,691,723875,325307,2
1931,683,362829,229678,4
1932,592,650472,77900,3
1933,827,286086,205592,1
1934,677,786816,374937,3
1935,708,395466,463527,1
1936,770,599836,151807,0
1937,705,597841,455499,0
1938,827,516476,177853,4
1939,592,916875,132094,0
1940,779,921590,447351,2
1941,640,551536,121835,1
1942,800,651033,406486,3
1943,683,656275,260436,3
1944,665,751140,492269,3
1945,585,946959,122785,4
1946,620,335346,432393,1
1947,732,909498,270921,1
1948,746,517522,282338,3
1949,846,549121,388092,0
1950,570,749765,190185,1
1951,619,649929,200216,1
1952,736,820813,459392,4
1953,560,670060,197116,1
1954,613,981818,472853,0
1955,615,675845,441668,3
1956,614,538869,419515,0
1957,746,466549,339715,1
1958,779,798272,133928,0
1959,791,341000,220622,0
1960,661,375467,259703,2
1961,781,846711,134123,2
1962,707,257688,424212,4
1963,724,735011,343461,1
1964,647,424363,218976,1
1965,663,861730,89563,2
1966,725,676238,114184,1
1967,769,667201,66695,1
1968,630,866356,214270,1
1969,756,937985,55236,1
1970,768,491066,349278,4
1971,778,401877,120664,4
1972,656,240093,96591,2
1973,651,650002,66385,4
1974,655,304074,9228,4
1975,623,235452,122890,4
1976,665,244522,265762,3
1977,770,765296,13154,2
1978,773,319167,31446,4
1979,697,796529,49670,3
1980,683,962590,303206,4
1981,724,494834,7313,4
1982,553,690574,249524,3
1983,565,676979,237187,0
1984,684,510151,334099,1
1985,788,488888,255035,3
1986,744,369802,460745,2
1987,749,287749,490275,1
1988,580,737167,463102,1
1989,584,812259,30039,4
1990,615,393767,34963,4
1991,624,212781,52637,3
1992,778,444057,179478,1
1993,755,885677,173836,4
1994,745,427359,442435,0
1995,817,463676,276157,4
1996,745,910822,236554,2
1997,683,862092,92005,3
1998,736,854747,393710,0
1999,714,415160,379364,2
2000,674,308997,215745,3
2001,804,618948,179825,4
2002,615,973002,452300,1
2003,660,389892,361924,0
2004,693,984325,313300,4
2005,840,416006,30345,3
2006,633,289015,439557,1
2007,572,686642,1856,0
2008,645,272528,67092,2
2009,769,989913,433354,4
2010,774,617079,282955,1
2011,789,522885,98629,2
2012,749,226349,232921,3
2013,621,745708,118664,4
2014,689,385088,441189,4
2015,580,742938,444228,1
2016,801,688992,99373,3
2017,769,827704,361251,2
2018,697,790501,67331,0
2019,749,800735,211540,2
2020,561,288688,267646,0
2021,583,948847,442486,0
2022,827,252010,372449,4
2023,736,954467,85198,3
2024,709,362385,167435,0
2025,661,419878,5346,4
2026,611,511528,356012,1
2027,576,817235,228770,3
2028,669,574900,351007,1
2029,580,427090,86499,1
2030,629,769373,42123,2
2031,559,766563,83744,4
2032,828,402396,256388,2
2033,730,393645,54100,4
2034,640,234734,133719,4
2035,838,606053,388094,3
2036,606,992761,356287,1
2037,630,744883,425830,3
2038,763,803515,406642,3
2039,689,729858,470134,4
2040,749,568583,148978,0
2041,607,217804,198602,1
2042,755,273606,276946,3
2043,616,833473,184996,0
2044,693,707037,288918,0
2045,571,894006,413185,4
2046,770,730144,118712,2
2047,697,929872,56660,0
2048,830,603060,474305,1
2049,645,886503,74250,4
2050,622,924768,99491,2
2051,696,947931,373337,1
2052,563,786678,113372,3
2053,750,848909,163783,4
2054,765,683013,41248,4
2055,601,609658,92697,3
2056,630,231943,84223,0
2057,599,960164,215598,1
2058,644,705842,98259,1
2059,663,651607,18640,4
2060,729,517658,125010,4
2061,715,875905,141227,1
2062,659,286550,374197,0
2063,577,879835,78855,4
2064,757,260492,331655,4
2065,744,390158,389650,0
2066,808,361708,58377,3
2067,671,462790,455600,1
2068,814,613504,198625,0
2069,573,555909,305546,2
2070,622,653908,208379,2
2071,847,790827,423892,3
2072,555,867936,445662,4
2073,570,520299,439981,3
2074,600,578801,14643,2
2075,613,985165,124398,0
2076,585,547773,44597,4
2077,788,746455,437106,3
2078,660,477243,246778,1
2079,753,885535,398327,1
2080,790,774049,256848,2
2081,716,677120,290180,3
2082,838,338003,23164,1
2083,645,881064,33826,2
2084,763,207641,258324,4
2085,792,308707,440409,3
2086,745,501019,207926,0
2087,812,447548,413418,4
2088,736,666610,147232,0
2089,693,493389,450366,1
2090,783,478793,445823,1
2091,708,205034,191215,2
2092,750,462260,310238,2
2093,732,876587,63524,1
2094,625,741951,411201,1
2095,560,914552,105422,3
2096,647,280940,308494,1
2097,591,213143,223106,0
2098,658,826634,392179,1
2099,582,534311,140944,0
2100,587,569988,342529,0
2101,602,856994,120088,0
2102,669,860475,442646,4
2103,654,593956,19542,1
2104,574,967844,42666,2
2105,727,631815,56689,0
2106,567,995887,482966,2
2107,622,229298,256401,1
2108,616,389535,324788,1
2109,647,811175,206896,1
2110,649,986869,75083,0
2111,811,682915,222695,1
2112,768,521542,480952,4
2113,800,800532,257121,0
2114,606,458056,56322,2
2115,720,222407,199810,2
2116,563,296016,315187,2
2117,806,574799,79598,3
2118,580,901512,213185,3
2119,657,222660,86764,4
2120,728,390274,158741,0
2121,637,604347,451956,1
2122,715,909401,53621,2
2123,686,822618,92904,0
2124,811,646253,41892,2
2125,559,748990,270788,0
2126,722,399442,4287,3
2127,606,240262,471792,3
2128,847,249415,96071,2
2129,835,789009,40889,3
2130,632,288745,469053,2
2131,775,813350,91709,1
2132,686,789175,279135,1
2133,578,294979,91899,0
2134,639,987974,464182,2
2135,728,681217,193866,4
2136,631,611744,38460,3
2137,658,787190,161025,0
2138,728,628802,254803,4
2139,717,974571,486720,3
2140,717,819211,482426,4
2141,595,837821,191236,2
2142,806,997856,289378,0
2143,642,839778,217423,0
2144,639,925824,245710,2
2145,701,924214,276805,2
2146,581,557619,473216,1
2147,827,483766,53575,0
2148,831,825452,395714,2
2149,842,910841,329782,2
2150,635,782497,204258,0
2151,571,269187,392071,3
2152,701,266058,349836,2
2153,577,725964,134084,2
2154,555,423653,120152,0
2155,643,569400,389863,4
2156,681,546747,421728,4
2157,740,787390,215293,4
2158,844,247797,93854,2
2159,594,996030,208252,0
2160,767,431223,168539,0
2161,613,737218,268239,2
2162,632,338814,471433,2
2163,567,662582,487200,4
2164,762,584103,31782,1
2165,671,496926,359624,1
2166,618,993520,386516,4
2167,613,628023,248271,1
2168,599,223562,30016,4
2169,662,366011,66244,4
2170,655,423125,457195,0
2171,768,543778,391148,3
2172,682,348602,211673,0
2173,618,670908,246487,0
2174,560,458674,38714,4
2175,668,736059,310908,2
2176,559,874595,272147,4
2177,666,513342,204450,0
2178,765,554934,137353,3
2179,649,233178,107858,4
2180,594,795942,178419,2
2181,580,928230,202973,2
2182,717,322570,495383,3
2183,570,309408,289395,4
2184,790,303448,255692,2
2185,792,553467,231969,0
2186,681,208322,141558,3
2187,718,586916,178143,0
2188,802,565848,387439,0
2189,735,619196,37698,2
2190,758,422453,88218,0
2191,786,259369,78107,2
2192,698,419449,178037,2
2193,618,286292,346018,4
2194,806,476273,420867,1
2195,817,875284,170293,4
2196,595,630798,392673,1
2197,788,937325,1917,0
2198,669,413480,256772,3
2199,640,233659,393859,2
2200,626,802946,414071,1
2201,661,470676,483485,4
2202,663,919441,160036,0
2203,816,286327,367607,3
2204,666,290498,335648,2
2205,763,457646,265586,2
2206,825,855197,190054,3
2207,782,821231,415702,2
2208,789,879788,92081,3
2209,819,821530,171429,4
2210,789,465446,46100,2
2211,669,648101,422270,4
2212,746,608824,318246,4
2213,573,847727,117265,3
2214,734,447727,310076,0
2215,842,358805,100847,1
2216,770,572518,279420,2
2217,808,909003,396977,3
2218,556,416272,29565,2
2219,607,207705,195556,1
2220,847,601947,426891,4
2221,769,282830,406116,2
2222,587,322308,39165,3
